nama,lat,lon,wilayah,sumber
Super Kue,-6.5617881,106.7310791,Kabupaten Bogor,cafe
Tanpa Nama,-6.1114084,106.7380904,Kabupaten Bogor,cafe
Tanpa Nama,-6.3171389,106.7124672,Kabupaten Bogor,cafe
Tanpa Nama,-6.2372272,106.6306359,Kabupaten Bogor,cafe
Starbucks,-6.1229121,106.6511594,Kabupaten Bogor,cafe
Luccini,-6.1231169,106.6510362,Kabupaten Bogor,cafe
OldTown White Coffee,-6.122367,106.651567,Kabupaten Bogor,cafe
Tanpa Nama,-6.1530503,106.7141157,Kabupaten Bogor,cafe
Tanpa Nama,-6.8214677,107.1426426,Kabupaten Bogor,cafe
OldTown White Coffee,-6.146867,106.8182327,Kabupaten Bogor,cafe
Starbucks,-6.1436283,106.8479705,Kabupaten Bogor,cafe
Tanpa Nama,-6.2290692,106.8718068,Kabupaten Bogor,cafe
Mezza,-6.2191613,106.8369075,Kabupaten Bogor,cafe
La Terrasse,-6.237344,106.870225,Kabupaten Bogor,cafe
Tanpa Nama,-6.2030987,106.8318787,Kabupaten Bogor,cafe
Tanpa Nama,-6.7043191,106.9702212,Kabupaten Bogor,cafe
Tanpa Nama,-6.1353738,106.8128097,Kabupaten Bogor,cafe
Starbucks,-6.137492,106.8145021,Kabupaten Bogor,cafe
Tanpa Nama,-6.1192703,106.6647585,Kabupaten Bogor,cafe
Tanpa Nama,-6.119825,106.6643812,Kabupaten Bogor,cafe
Tanpa Nama,-6.1195519,106.6641692,Kabupaten Bogor,cafe
Krispy Kreme,-6.1182935,106.6662593,Kabupaten Bogor,cafe
Tanpa Nama,-6.1187544,106.6651809,Kabupaten Bogor,cafe
Old Town White Coffee,-6.1184352,106.6659327,Kabupaten Bogor,cafe
Starbucks,-6.1181208,106.6669433,Kabupaten Bogor,cafe
Tanpa Nama,-6.1182439,106.6671912,Kabupaten Bogor,cafe
Tanpa Nama,-6.1182001,106.6679139,Kabupaten Bogor,cafe
Kupi Aceh 88,-6.2964042,106.8408791,Kabupaten Bogor,cafe
Tanpa Nama,-6.195661,106.828576,Kabupaten Bogor,cafe
Tanpa Nama,-6.150518,106.8177081,Kabupaten Bogor,cafe
Tanpa Nama,-6.295109,106.7932884,Kabupaten Bogor,cafe
Starbucks,-6.246386,106.7942813,Kabupaten Bogor,cafe
The Coffee Bean & Tea Leaf,-6.2626982,106.7882637,Kabupaten Bogor,cafe
Anomali Coffee,-6.2627432,106.7842439,Kabupaten Bogor,cafe
XI Cafe,-6.1225528,106.8908881,Kabupaten Bogor,cafe
Pujasera Kasimura,-6.1508168,106.7319326,Kabupaten Bogor,cafe
Tanpa Nama,-6.1446583,106.7341133,Kabupaten Bogor,cafe
Bakso Cah Solo,-6.1509603,106.7307988,Kabupaten Bogor,cafe
Tanpa Nama,-6.3963765,106.8193076,Kabupaten Bogor,cafe
Warteg,-6.1454046,106.7318369,Kabupaten Bogor,cafe
Pecel Lele Lamongan,-6.1511425,106.7312105,Kabupaten Bogor,cafe
Mie Ayam Bakso Tito,-6.3949056,106.8183495,Kabupaten Bogor,cafe
Ayam Bakar Mas Karso,-6.3948463,106.8183555,Kabupaten Bogor,cafe
Warkop Gaul,-6.3935217,106.8204225,Kabupaten Bogor,cafe
Warkop Gunung City,-6.3965591,106.8192221,Kabupaten Bogor,cafe
Mie Aceh Serambi,-6.3953038,106.8196573,Kabupaten Bogor,cafe
Bakso Rudal Mie Ayam Wonogiri,-6.3988399,106.8175507,Kabupaten Bogor,cafe
Tanpa Nama,-6.1881878,106.7379651,Kabupaten Bogor,cafe
Tanpa Nama,-6.1882891,106.7385231,Kabupaten Bogor,cafe
Starbucks,-6.1872683,106.7341858,Kabupaten Bogor,cafe
Tanpa Nama,-6.1876079,106.7342173,Kabupaten Bogor,cafe
Bakso Wonogiri,-6.1476971,106.7323743,Kabupaten Bogor,cafe
Mie Ayam Mantili,-6.1478676,106.7323276,Kabupaten Bogor,cafe
Warung Bakso Lare Wonogiri,-6.1454663,106.7316964,Kabupaten Bogor,cafe
Bubur Ayam Cengkareng,-6.1513169,106.7310428,Kabupaten Bogor,cafe
Geray Cafe,-6.3946102,106.8143171,Kabupaten Bogor,cafe
Bakso Kincir,-6.1474931,106.7320727,Kabupaten Bogor,cafe
Bakso Kuah & Bakar Moro Seneng,-6.3753782,106.8495719,Kabupaten Bogor,cafe
Warung Edi,-6.3723747,106.8494116,Kabupaten Bogor,cafe
Warung Soesoe,-6.3724866,106.8494184,Kabupaten Bogor,cafe
Roti Bakar Jangkung,-6.372448,106.8494157,Kabupaten Bogor,cafe
Temoe Santai,-6.2276088,106.7986514,Kabupaten Bogor,cafe
Delico,-6.2311203,106.8277291,Kabupaten Bogor,cafe
Chatime,-6.1739797,106.7881287,Kabupaten Bogor,cafe
Starbucks,-6.1742387,106.7884592,Kabupaten Bogor,cafe
Tanpa Nama,-6.1682139,106.8610612,Kabupaten Bogor,cafe
Tanpa Nama,-6.1676874,106.7636794,Kabupaten Bogor,cafe
Tanpa Nama,-6.3633382,106.8288329,Kabupaten Bogor,cafe
Tanpa Nama,-6.1764583,106.7910485,Kabupaten Bogor,cafe
Bengawan Solo,-6.2652691,106.8853836,Kabupaten Bogor,cafe
Aa Bakery & Cafe,-6.2490977,106.6722299,Kabupaten Bogor,cafe
Tanpa Nama,-6.5927619,106.8030735,Kabupaten Bogor,cafe
Roti'O,-6.1927676,106.8037369,Kabupaten Bogor,cafe
Tanpa Nama,-6.1481957,106.8268752,Kabupaten Bogor,cafe
Tanpa Nama,-6.1498622,106.7800385,Kabupaten Bogor,cafe
Tanpa Nama,-6.1659002,106.7942845,Kabupaten Bogor,cafe
Tanpa Nama,-6.3926012,106.8207789,Kabupaten Bogor,cafe
Chief,-6.2380914,106.808936,Kabupaten Bogor,cafe
Doppio,-6.2388714,106.8093012,Kabupaten Bogor,cafe
J.Co,-6.30177,106.6548027,Kabupaten Bogor,cafe
Ice Only,-6.360147,106.8165614,Kabupaten Bogor,cafe
Green T Cafe,-6.3653117,106.8298142,Kabupaten Bogor,cafe
Cato Coffee,-6.3653263,106.8297887,Kabupaten Bogor,coffee_shop
Al Berkah Cafe,-6.353942,106.7762701,Kabupaten Bogor,cafe
Cakra Cafe & Resto,-6.3627813,106.7821881,Kabupaten Bogor,cafe
Tanpa Nama,-6.2133197,106.7722224,Kabupaten Bogor,cafe
Chatime - BINUS Syahdan,-6.2007649,106.7853278,Kabupaten Bogor,cafe
The Coffee Bean & Tea Leaf,-6.1663337,106.7852894,Kabupaten Bogor,cafe
Tanpa Nama,-6.2894337,106.7951855,Kabupaten Bogor,cafe
Starbucks,-6.2021083,106.7810279,Kabupaten Bogor,cafe
Tanpa Nama,-6.2384245,106.8518906,Kabupaten Bogor,cafe
Tanpa Nama,-6.2405983,106.845272,Kabupaten Bogor,cafe
Tanpa Nama,-6.2346666,106.8464575,Kabupaten Bogor,cafe
Tanpa Nama,-6.5955754,106.8057135,Kabupaten Bogor,cafe
Holland Bakery,-6.816482,107.1346554,Kabupaten Bogor,cafe
Point Cafe,-6.1772278,106.7896519,Kabupaten Bogor,cafe
Starbucks,-6.2733592,106.7231821,Kabupaten Bogor,cafe
Kulo,-6.1739038,106.7822863,Kabupaten Bogor,cafe
Starbucks,-6.2244488,106.7989029,Kabupaten Bogor,cafe
Jing Jing,-6.2513981,106.8616082,Kabupaten Bogor,cafe
Good Hood,-6.2025844,106.8009123,Kabupaten Bogor,cafe
Tanpa Nama,-6.1778014,106.6303363,Kabupaten Bogor,cafe
Tanpa Nama,-6.175877,106.8117672,Kabupaten Bogor,cafe
Tanpa Nama,-6.1770499,106.8158482,Kabupaten Bogor,cafe
Starbucks,-6.1648817,106.8205706,Kabupaten Bogor,cafe
Tanpa Nama,-6.1545509,106.8182631,Kabupaten Bogor,cafe
Tess,-6.2546318,106.8238076,Kabupaten Bogor,cafe
Tanpa Nama,-6.178053,106.7982164,Kabupaten Bogor,cafe
Starbucks,-6.2007002,106.8545634,Kabupaten Bogor,cafe
Starbucks,-6.2003463,106.8434876,Kabupaten Bogor,cafe
Tanpa Nama,-6.1973209,106.8523539,Kabupaten Bogor,cafe
Starbucks,-6.1880008,106.8366042,Kabupaten Bogor,cafe
Tanpa Nama,-6.1874166,106.8265823,Kabupaten Bogor,cafe
Tanpa Nama,-6.5917991,106.8044584,Kabupaten Bogor,cafe
Tanpa Nama,-6.1828953,106.8134743,Kabupaten Bogor,cafe
Janji Jiwa,-6.2013601,106.8224126,Kabupaten Bogor,cafe
Tanpa Nama,-6.2149808,106.8192883,Kabupaten Bogor,cafe
Starbucks,-6.2143545,106.8198501,Kabupaten Bogor,cafe
Starbucks,-6.2262092,106.8322419,Kabupaten Bogor,cafe
Starbucks,-6.2278596,106.8256635,Kabupaten Bogor,cafe
Sudut Sedjenak - Tebet,-6.2227388,106.846999,Kabupaten Bogor,cafe
Starbucks,-6.2102133,106.8505391,Kabupaten Bogor,cafe
Starbucks,-6.2331815,106.8447702,Kabupaten Bogor,cafe
Tanpa Nama,-6.1632218,106.826812,Kabupaten Bogor,cafe
Starbucks,-6.1341771,106.8320959,Kabupaten Bogor,cafe
Starbucks,-6.2282039,106.8197066,Kabupaten Bogor,cafe
Starbucks,-6.2337177,106.8234813,Kabupaten Bogor,cafe
Lime Café & Bar,-6.2272552,106.8195651,Kabupaten Bogor,cafe
Kopi Kenangan,-6.1937875,106.7978325,Kabupaten Bogor,cafe
Cali Social Area,-6.2106578,106.6192911,Kabupaten Bogor,cafe
Starbucks,-6.197776,106.8372442,Kabupaten Bogor,cafe
Tanpa Nama,-6.1993622,106.8370622,Kabupaten Bogor,cafe
Studio Coffee,-6.2228247,106.8469856,Kabupaten Bogor,cafe
Starbucks,-6.2765304,106.7973776,Kabupaten Bogor,cafe
Tanpa Nama,-6.272973,106.7975124,Kabupaten Bogor,cafe
Tanpa Nama,-6.118605,106.787983,Kabupaten Bogor,cafe
Tanpa Nama,-6.104669,106.7352335,Kabupaten Bogor,cafe
Duwe,-6.2229487,106.8220298,Kabupaten Bogor,cafe
Starbucks,-6.2240888,106.8225877,Kabupaten Bogor,cafe
Starbucks,-6.2249559,106.8295132,Kabupaten Bogor,cafe
Starbucks,-6.2251203,106.8282387,Kabupaten Bogor,cafe
Starbucks,-6.2293902,106.853132,Kabupaten Bogor,cafe
Tanpa Nama,-6.2248797,106.8293249,Kabupaten Bogor,cafe
Tanpa Nama,-6.2285616,106.8559431,Kabupaten Bogor,cafe
AUTOKOFFIE,-6.2405908,106.8543759,Kabupaten Bogor,cafe
J.CO,-6.2727252,106.7418256,Kabupaten Bogor,cafe
Starbucks,-6.2722793,106.7421173,Kabupaten Bogor,cafe
Fore,-6.173979,106.7880166,Kabupaten Bogor,cafe
Tanpa Nama,-6.1756763,106.8222827,Kabupaten Bogor,cafe
Starbucks,-6.2986959,106.6694461,Kabupaten Bogor,cafe
Chatime,-6.1893698,106.7963808,Kabupaten Bogor,cafe
Marcoffee,-6.18889,106.7965976,Kabupaten Bogor,cafe
Starbucks,-6.1967199,106.8288484,Kabupaten Bogor,cafe
Ya Kun Kaya Toast,-6.1965755,106.8284631,Kabupaten Bogor,cafe
Tomoro,-6.1964719,106.828882,Kabupaten Bogor,cafe
Wake Cup,-6.1128085,106.7433605,Kabupaten Bogor,cafe
Bright Cafe,-6.2423069,106.852385,Kabupaten Bogor,cafe
Tanpa Nama,-6.1496344,106.7319675,Kabupaten Bogor,cafe
Tanpa Nama,-6.3058402,106.7937512,Kabupaten Bogor,cafe
Starbucks,-6.2037926,106.7167127,Kabupaten Bogor,cafe
Kedai Sholawat Bogor,-6.5804486,106.7968691,Kabupaten Bogor,cafe
Pison,-6.233564,106.8118782,Kabupaten Bogor,cafe
Tanpa Nama,-6.1543898,106.7310081,Kabupaten Bogor,cafe
Tanpa Nama,-6.2160857,106.7697194,Kabupaten Bogor,cafe
Kopi Wolu,-6.2023619,106.8007785,Kabupaten Bogor,cafe
Chatime,-6.2659903,106.7850557,Kabupaten Bogor,cafe
Quickly,-6.2662802,106.7846742,Kabupaten Bogor,cafe
The Coffee Bean & Tea Leaf,-6.2661234,106.7847121,Kabupaten Bogor,cafe
Starbucks,-6.2647977,106.7842117,Kabupaten Bogor,cafe
J.CO,-6.1799075,106.643281,Kabupaten Bogor,cafe
Starbucks,-6.1795077,106.6433278,Kabupaten Bogor,cafe
Chokat,-6.1732833,106.7834595,Kabupaten Bogor,cafe
Cafe Ruang Tengah,-6.3267163,106.7466797,Kabupaten Bogor,cafe
Starbucks,-6.1667291,106.8338302,Kabupaten Bogor,cafe
Gulu-Gulu,-6.2014822,106.7825514,Kabupaten Bogor,cafe
Tanpa Nama,-6.2343558,106.824568,Kabupaten Bogor,cafe
Kopi Janji Jiwa,-6.2015344,106.7825553,Kabupaten Bogor,cafe
Tanpa Nama,-6.318444,106.8954759,Kabupaten Bogor,cafe
Tanpa Nama,-6.2255234,106.821062,Kabupaten Bogor,cafe
Caffe Bene,-6.227582,106.8262623,Kabupaten Bogor,cafe
Caffe Bene,-6.2292811,106.827873,Kabupaten Bogor,cafe
Chaiholics,-6.2272507,106.8272123,Kabupaten Bogor,cafe
Starbucks,-6.224475,106.8254497,Kabupaten Bogor,cafe
Tanpa Nama,-6.1023726,106.6687356,Kabupaten Bogor,cafe
Tanpa Nama,-6.1068349,106.658312,Kabupaten Bogor,cafe
Starbucks,-6.11358,106.6867898,Kabupaten Bogor,cafe
Tanpa Nama,-6.1043793,106.6640841,Kabupaten Bogor,cafe
Morale,-6.2312121,106.8272022,Kabupaten Bogor,cafe
Tanpa Nama,-6.2356148,106.8264512,Kabupaten Bogor,cafe
Starbucks,-6.1683845,106.7868136,Kabupaten Bogor,cafe
Tanpa Nama,-6.2282795,106.8278127,Kabupaten Bogor,cafe
Haus!,-6.200538,106.7876233,Kabupaten Bogor,cafe
Tanpa Nama,-6.1286419,106.6578846,Kabupaten Bogor,cafe
Tanpa Nama,-6.1288287,106.6578863,Kabupaten Bogor,cafe
Tanpa Nama,-6.1290498,106.6578268,Kabupaten Bogor,cafe
Tanpa Nama,-6.1282862,106.6579479,Kabupaten Bogor,cafe
Tanpa Nama,-6.1286974,106.6578823,Kabupaten Bogor,cafe
Starbucks,-6.2337461,106.8217989,Kabupaten Bogor,cafe
Fore,-6.1289669,106.6578554,Kabupaten Bogor,cafe
Tanpa Nama,-6.1289099,106.6578525,Kabupaten Bogor,cafe
Tanpa Nama,-6.2245702,106.822692,Kabupaten Bogor,cafe
Tanpa Nama,-6.2256455,106.8232307,Kabupaten Bogor,cafe
Tanpa Nama,-6.2254624,106.8243213,Kabupaten Bogor,cafe
The People's Cafe,-6.226851,106.8262326,Kabupaten Bogor,cafe
Starbucks,-6.304031,106.8867368,Kabupaten Bogor,cafe
Tanpa Nama,-6.3030718,106.8852864,Kabupaten Bogor,cafe
Tanpa Nama,-6.290876,106.8811521,Kabupaten Bogor,cafe
Tanpa Nama,-6.2091329,106.8181348,Kabupaten Bogor,cafe
Tanpa Nama,-6.2249546,106.8296328,Kabupaten Bogor,cafe
Tanpa Nama,-6.2275325,106.8254954,Kabupaten Bogor,cafe
Tanpa Nama,-6.2290373,106.8231133,Kabupaten Bogor,cafe
Tanpa Nama,-6.2278654,106.8253754,Kabupaten Bogor,cafe
Tanpa Nama,-6.2183412,106.8197637,Kabupaten Bogor,cafe
Tanpa Nama,-6.2278429,106.8253427,Kabupaten Bogor,cafe
Tanpa Nama,-6.2226178,106.8214768,Kabupaten Bogor,cafe
Tanpa Nama,-6.2276708,106.8256079,Kabupaten Bogor,cafe
Tjikini,-6.1876938,106.8367507,Kabupaten Bogor,cafe
D2 bakery,-6.165169,106.8136109,Kabupaten Bogor,cafe
Starbucks,-6.2667007,106.7839466,Kabupaten Bogor,cafe
Mucca,-6.201881,106.7876898,Kabupaten Bogor,cafe
Tanpa Nama,-6.1144424,106.680601,Kabupaten Bogor,cafe
Tanpa Nama,-6.2256425,106.823358,Kabupaten Bogor,cafe
Tanpa Nama,-6.1243445,106.6336242,Kabupaten Bogor,cafe
Tanpa Nama,-6.2899011,106.801672,Kabupaten Bogor,cafe
Kopi Kangen,-6.2024636,106.7803245,Kabupaten Bogor,cafe
Starbucks,-6.2169046,106.8162818,Kabupaten Bogor,cafe
Starbucks,-6.2213856,106.8193326,Kabupaten Bogor,cafe
Tanpa Nama,-6.2276061,106.825545,Kabupaten Bogor,cafe
GlekGeek - Kemanggisan,-6.2008133,106.7844835,Kabupaten Bogor,cafe
Fika (fi:ka) Kedai Kopi,-6.2007788,106.7833195,Kabupaten Bogor,cafe
CO.CHOC,-6.2008195,106.7831602,Kabupaten Bogor,cafe
Tanpa Nama,-6.221777,106.8213908,Kabupaten Bogor,cafe
Tanpa Nama,-6.2425898,106.7960569,Kabupaten Bogor,cafe
Tanpa Nama,-6.129028,106.6333419,Kabupaten Bogor,cafe
Kopi Kenangan,-6.2274953,106.8328977,Kabupaten Bogor,cafe
Tanpa Nama,-6.2334055,106.8229375,Kabupaten Bogor,cafe
The Coffee Bean & Tea Leaf,-6.1948752,106.8202405,Kabupaten Bogor,cafe
Metro,-6.2010732,106.8223529,Kabupaten Bogor,cafe
Tanpa Nama,-6.1947826,106.820293,Kabupaten Bogor,cafe
Tanpa Nama,-6.2090341,106.8181363,Kabupaten Bogor,cafe
Tanpa Nama,-6.2249159,106.8294029,Kabupaten Bogor,cafe
Starbucks,-6.190581,106.7977491,Kabupaten Bogor,cafe
Tanpa Nama,-6.2246156,106.825451,Kabupaten Bogor,cafe
Tanpa Nama,-6.2226172,106.8214436,Kabupaten Bogor,cafe
Tanpa Nama,-6.2080592,106.8188922,Kabupaten Bogor,cafe
Tanoniha Coffee Shelter,-6.230363,106.8215947,Kabupaten Bogor,cafe
Tanpa Nama,-6.1944547,106.6343257,Kabupaten Bogor,cafe
Starbucks,-6.2147854,106.6768434,Kabupaten Bogor,cafe
Keep On,-6.1876679,106.7770461,Kabupaten Bogor,cafe
Kedai Kopi Kulo,-6.20228,106.7823934,Kabupaten Bogor,cafe
Pom Pom Thai Tea Pakembangan - Palmerah,-6.2041587,106.7930008,Kabupaten Bogor,cafe
HAUS!,-6.2007732,106.785052,Kabupaten Bogor,cafe
TamTam Thai Tea,-6.200849,106.7840356,Kabupaten Bogor,cafe
Chokat,-6.2007569,106.7837507,Kabupaten Bogor,cafe
Kopi Bae,-6.2007574,106.7836224,Kabupaten Bogor,cafe
Kopi Pak Budi,-6.2007463,106.7838354,Kabupaten Bogor,cafe
Sans Express,-6.2007817,106.7849644,Kabupaten Bogor,cafe
Starbucks,-6.1740288,106.7802885,Kabupaten Bogor,cafe
Hula,-6.2012798,106.7825369,Kabupaten Bogor,cafe
Sanubari Kopi,-6.2269573,106.7200437,Kabupaten Bogor,cafe
CoffeeNyaa,-6.2025945,106.7832276,Kabupaten Bogor,cafe
Oldwest Coffee,-6.1945381,106.7874925,Kabupaten Bogor,cafe
Sans,-6.1944112,106.7872472,Kabupaten Bogor,cafe
Cafe 99,-6.1975468,106.8174118,Kabupaten Bogor,cafe
Fore Coffee,-6.1977928,106.8174673,Kabupaten Bogor,cafe
Tanpa Nama,-6.2235393,106.8453665,Kabupaten Bogor,cafe
Eat Well & Coffee,-6.1916202,106.8387506,Kabupaten Bogor,cafe
Tanpa Nama,-6.1696472,106.7829542,Kabupaten Bogor,cafe
Kedai Malacca,-6.2007803,106.7830134,Kabupaten Bogor,cafe
Arah Kopi,-6.2007639,106.7852382,Kabupaten Bogor,cafe
Kopi Gawe,-6.2009919,106.7824992,Kabupaten Bogor,cafe
Cecemuwe Cafe & Space,-6.2360907,106.7933692,Kabupaten Bogor,cafe
Lugu Kopi,-6.2036877,106.7828334,Kabupaten Bogor,cafe
BREATH! Cofffe NOW,-6.1778445,106.6322141,Kabupaten Bogor,cafe
Kopi Uti,-6.1931635,106.803974,Kabupaten Bogor,cafe
Tanpa Nama,-6.2479284,106.802445,Kabupaten Bogor,cafe
Tanpa Nama,-6.2295054,106.8056199,Kabupaten Bogor,cafe
Haro Coffee,-6.2004804,106.782708,Kabupaten Bogor,cafe
Y2K,-6.2008061,106.7828567,Kabupaten Bogor,cafe
Boba Zilla,-6.2016426,106.7828635,Kabupaten Bogor,cafe
Tanpa Nama,-6.1340907,106.8137458,Kabupaten Bogor,cafe
Lokal,-6.2651006,106.7846936,Kabupaten Bogor,cafe
Hop Hop,-6.2660907,106.7843295,Kabupaten Bogor,cafe
Kreasi Kopi Nusantara,-6.2014334,106.7825461,Kabupaten Bogor,cafe
Kopi Lain Hati,-6.2022937,106.7818994,Kabupaten Bogor,cafe
Warkop Kang Mamat,-6.2076579,106.7900855,Kabupaten Bogor,cafe
Kopi Bae,-6.2053208,106.7830258,Kabupaten Bogor,cafe
CO.CHOC,-6.1739799,106.7801998,Kabupaten Bogor,cafe
Janji Jiwa,-6.1892501,106.7996772,Kabupaten Bogor,cafe
Kiri Desu,-6.2211326,106.8333089,Kabupaten Bogor,cafe
Fore Coffee,-6.2214736,106.8335048,Kabupaten Bogor,cafe
Xi Bo Ba,-6.2204066,106.832938,Kabupaten Bogor,cafe
Starbucks,-6.2267873,106.6081468,Kabupaten Bogor,cafe
Ya Kun Kaya Toast,-6.2666493,106.7841325,Kabupaten Bogor,cafe
Tanpa Nama,-6.1578644,106.6675328,Kabupaten Bogor,cafe
Toby's Estate,-6.1092545,106.7399853,Kabupaten Bogor,cafe
Social Affair,-6.1089291,106.7402133,Kabupaten Bogor,cafe
T2,-6.1107457,106.7414927,Kabupaten Bogor,cafe
Chatime,-6.1120433,106.7524428,Kabupaten Bogor,cafe
Bake and Brew,-6.1119847,106.7528853,Kabupaten Bogor,cafe
Haus!,-6.1693167,106.7914931,Kabupaten Bogor,cafe
99 CUPS Coffee,-6.1697167,106.790042,Kabupaten Bogor,cafe
HALU COFfEE (KOPI HALU),-6.1698313,106.7894627,Kabupaten Bogor,cafe
Kedai Saudara Coffee,-6.1694353,106.7910102,Kabupaten Bogor,cafe
Tanpa Nama,-6.5516542,106.7351151,Kabupaten Bogor,cafe
Tanpa Nama,-6.5516518,106.734588,Kabupaten Bogor,cafe
Starbucks,-6.2460356,106.787701,Kabupaten Bogor,cafe
ikost kupii,-6.3057368,106.6842808,Kabupaten Bogor,cafe
Fore Coffee - COHIVE 101,-6.2263677,106.8252922,Kabupaten Bogor,cafe
Shisha Cafe Semanggi,-6.2217975,106.8152486,Kabupaten Bogor,cafe
Shisha Cafe Menteng,-6.1968987,106.8287768,Kabupaten Bogor,cafe
Shisha Cafe Citos,-6.2917359,106.8003556,Kabupaten Bogor,cafe
Warung Bang Jek,-6.3031308,106.6923934,Kabupaten Bogor,cafe
Haus!,-6.3005133,106.6896649,Kabupaten Bogor,cafe
Snatch It,-6.3006192,106.686683,Kabupaten Bogor,cafe
Rummah Go'a,-6.2903228,106.7270319,Kabupaten Bogor,cafe
Starbucks,-6.2866437,106.6658762,Kabupaten Bogor,cafe
Fortis,-6.2126687,106.8038638,Kabupaten Bogor,cafe
Kopi Kenangan,-6.2122748,106.8049682,Kabupaten Bogor,cafe
Kakatuwa Cofee & Drinks,-6.2331642,106.8323775,Kabupaten Bogor,cafe
Jesse & Chaz Cafe,-6.2945969,106.7233343,Kabupaten Bogor,cafe
Top Model Collection,-6.2061482,106.6497128,Kabupaten Bogor,cafe
Ombee Alam Sutra,-6.2061684,106.6497555,Kabupaten Bogor,cafe
Dua Bintang Snack & Drink,-6.2075096,106.6495633,Kabupaten Bogor,cafe
Kedai Angkringan NACA Cafe SEBLAK,-6.2100259,106.6481903,Kabupaten Bogor,cafe
Warung Nongkie,-6.2089418,106.6484425,Kabupaten Bogor,cafe
Warunk Kepo Jus dan Sop Buah,-6.2093039,106.6483491,Kabupaten Bogor,cafe
NICE STORY,-6.2096382,106.6484262,Kabupaten Bogor,cafe
Warung Paul,-6.2101001,106.648209,Kabupaten Bogor,cafe
Kopi Kenangan,-6.3141988,106.6964225,Kabupaten Bogor,cafe
KOPITARIA,-6.1117246,106.7475443,Kabupaten Bogor,cafe
Teraskopi,-6.3002768,106.6857104,Kabupaten Bogor,cafe
KOPI ACEH KARIM,-6.2523182,106.7911084,Kabupaten Bogor,cafe
Good Morning,-6.1330299,106.6944853,Kabupaten Bogor,cafe
Korcis corndog food & drinks,-6.2506522,106.7000824,Kabupaten Bogor,cafe
Kopi Darat Pamulang,-6.3414446,106.7378054,Kabupaten Bogor,cafe
Meraki,-6.284169,106.7693035,Kabupaten Bogor,cafe
Flavorpath,-6.2693046,106.6888983,Kabupaten Bogor,cafe
Rey's Cafe,-6.4250612,106.8254709,Kabupaten Bogor,cafe
Anamcara Coffee,-6.227511,106.781852,Kabupaten Bogor,cafe
Chatime,-6.3445867,106.8339455,Kabupaten Bogor,cafe
Starbucks,-6.3018896,106.6544329,Kabupaten Bogor,cafe
Kenangan Signature,-6.3018036,106.6541989,Kabupaten Bogor,cafe
Sajiwa Coffee & Tea,-6.208207,106.8325878,Kabupaten Bogor,cafe
Kay's Cafe,-6.1630025,106.8324007,Kabupaten Bogor,cafe
Kopi Oey,-6.665544,106.8690369,Kabupaten Bogor,cafe
Koffie Haus - Sunter,-6.1375731,106.8665629,Kabupaten Bogor,cafe
Kopi Kenangan,-6.2588657,106.6200507,Kabupaten Bogor,cafe
Prolog coffe,-6.5735899,106.8115032,Kabupaten Bogor,cafe
C for cupcake and coffee,-6.1110755,106.7777263,Kabupaten Bogor,cafe
The Coffee Mine,-6.1973252,106.8406838,Kabupaten Bogor,cafe
Kopi Baru,-6.5519775,106.7336896,Kabupaten Bogor,cafe
Botani Kopi Nusantara,-6.5596798,106.7250365,Kabupaten Bogor,cafe
Rumah Kopi Ranin,-6.5515847,106.7323457,Kabupaten Bogor,cafe
Tanpa Nama,-6.2051551,106.8030965,Kabupaten Bogor,cafe
Tous Les Jours - Botani Square Bogor,-6.6018561,106.8075223,Kabupaten Bogor,cafe
Raindear Coffeehouse - Kantor Pos,-6.6066717,106.8099051,Kabupaten Bogor,cafe
Pison - Kebon Melati,-6.1976682,106.8225748,Kabupaten Bogor,cafe
Kopi Kotak - Tebet Barat,-6.238863,106.8491398,Kabupaten Bogor,cafe
Kopi Bajawa Flores - Tebet Timur,-6.2322751,106.8562878,Kabupaten Bogor,cafe
Warunk Upnormal - Tebet,-6.2258265,106.8575323,Kabupaten Bogor,cafe
Kopi Nako - Depok,-6.3969628,106.8205295,Kabupaten Bogor,cafe
Kopi Nako,-6.2410999,106.6533074,Kabupaten Bogor,cafe
Kopi Kotak Margonda Depok - Pondok Cina,-6.3617588,106.8336924,Kabupaten Bogor,cafe
Oi Coffee Eatery - Tugu,-6.3542183,106.8367235,Kabupaten Bogor,cafe
Starbucks,-6.1937737,106.821699,Kabupaten Bogor,cafe
Yan Kedai Kopi,-6.1863319,106.8252759,Kabupaten Bogor,cafe
O Good Coffee,-6.1658981,106.7946396,Kabupaten Bogor,cafe
Roti Vien - Bakery & Coffee - Cihuni,-6.2682433,106.6303369,Kabupaten Bogor,cafe
Starbucks,-6.2199317,106.6143289,Kabupaten Bogor,cafe
Roti Bakar 88 - Taman Sari Lippo Karawaci,-6.2290911,106.6078867,Kabupaten Bogor,cafe
Munim Poris,-6.1705337,106.6796089,Kabupaten Bogor,cafe
Teguk - Sudimara,-6.2976351,106.7132628,Kabupaten Bogor,cafe
Mixue,-6.1363945,106.8141299,Kabupaten Bogor,cafe
Kafe Pedjuang!,-6.2889684,106.7736029,Kabupaten Bogor,cafe
Starbucks,-6.2925014,106.7835856,Kabupaten Bogor,cafe
Pelangi cafe shop,-6.486104,106.7882572,Kabupaten Bogor,cafe
Cafe Bar 2001,-6.1380632,106.7611021,Kabupaten Bogor,cafe
