nama,lat,lon,wilayah,sumber,alamat_asli
WARKOP,-6.4329548,106.7928288,Kabupaten Bogor,cafe,"WARKOP, Cipayung Jaya, Cipayung, Depok, Jawa Barat, Jawa, 16438, Indonesia"
Warkop BOEMI,-6.348051,106.7438378,Kabupaten Bogor,cafe,"Warkop BOEMI, Jalan Dokter Setia Budi, Pamulang Timur, Pamulang, Tangerang Selatan, Banten, Jawa, 15417, Indonesia"
Warkop BETA,-6.3360602,106.7292747,Kabupaten Bogor,cafe,"Warkop BETA, Gang Mushollah Nursamani I, Pamulang Barat, Pamulang, Tangerang Selatan, Banten, Jawa, 15417, Indonesia"
Starbuck,-6.1467127,106.7010939,Kabupaten Bogor,cafe,"Starbuck, Jalan Citra Garden 7, RW 09, Kalideres, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11830, Indonesia"
Starbuck,-6.1466687,106.7010335,Kabupaten Bogor,cafe,"Starbuck, Jalan Citra Garden 7, RW 09, Kalideres, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11830, Indonesia"
Calf Coffee,-6.2881036,106.8589554,Kabupaten Bogor,cafe,"Calf Coffee, Jalan Raya Tengah, RW 03, Batu Ampar, Kramat Jati, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13540, Indonesia"
Creative-Soul (DNAC),-6.263066,106.5878254,Kabupaten Bogor,cafe,"Creative-Soul (DNAC), 57, Jalan XYZ Flo Boulevard, Park Serpong, Bojong Nangka, Kelapa Dua, Kabupaten Tangerang, Banten, Jawa, 15810, Indonesia"
Highway Park,-6.265432,106.672135,Kabupaten Bogor,cafe,"Highway Park, Jalan Jelupang Raya, Jelupang, Serpong Utara, Tangerang Selatan, Banten, Jawa, 15323, Indonesia"
Crematology,-6.2355153,106.8139127,Kabupaten Bogor,cafe,"Crematology, Jalan Suryo Raya, RW 06, Rawa Barat, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12180, Indonesia"
Anomali Coffee Senopati,-6.2305406,106.8080544,Kabupaten Bogor,cafe,"Anomali Coffee Senopati, Jalan Senopati, Blok R, Senayan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12110, Indonesia"
Starbucks,-6.2327578,106.7959105,Kabupaten Bogor,cafe,"Starbucks, Jalan Hang Lekir X, RW 06, Gunung, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12120, Indonesia"
First Crack Coffee - Bumi,-6.2372035,106.7900482,Kabupaten Bogor,cafe,"First Crack Coffee - Bumi, Jalan Bumi, Blok E, Gunung, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12120, Indonesia"
Jetski Pantai Mutiara,-6.1036463,106.7902427,Kabupaten Bogor,cafe,"Jetski Pantai Mutiara, Jalan Pantai Mutiara, RW 16, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta, Jawa, 14440, Indonesia"
Cabin,-6.6087283,106.8110604,Kabupaten Bogor,cafe,"Cabin, Jalan Raya Pajajaran, Baranangsiang, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia"
Kedai Malaka,-6.5721806,106.7420202,Kabupaten Bogor,cafe,"Kedai Malaka, Jalan Raya Dramaga, Marga Jaya, Bogor Barat, Bogor, Jawa Barat, Jawa, 16116, Indonesia"
Kopi Nako,-6.5841573,106.8829734,Kabupaten Bogor,cafe,"Taman Budaya Sentul City, 1, Jalan Siliwangi, Sentul City, Sumurbatu, Babakan Madang, Bogor, Jawa Barat, Jawa, 16810, Indonesia"
Tanpa Nama,-6.6011634,106.805617,Kabupaten Bogor,cafe,"Botani Square, Tegallega, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16127, Indonesia"
Kedai Telapak Cafe,-6.6024145,106.8062813,Kabupaten Bogor,cafe,"Damri Bus, Tegallega, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16127, Indonesia"
Kebun Kita,-6.5948553,106.8064769,Kabupaten Bogor,cafe,"Kebun Kita, Jalan Malabar Ujung, Babakan, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16127, Indonesia"
Starbucks Reserve Bogor,-6.5904839,106.8044164,Kabupaten Bogor,cafe,"Starbucks Reserve Bogor, Jalan Mega Mendung, Babakan, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16128, Indonesia"
Tanpa Nama,-6.6363557,106.8435399,Kabupaten Bogor,cafe,"Pertamina, Jalan Tol Jakarta–Bogor–Ciawi, Pandan Sari, Ciawi, Bogor, Jawa Barat, Jawa, 16720, Indonesia"
Old House Coffee Shop,-6.372352,106.8343438,Kabupaten Bogor,cafe,"Old House Coffee Shop, Jalan Karet, Pondok Cina, Beji, Depok, Jawa Barat, Jawa, 16235, Indonesia"
Kedai Kopi Tenong,-6.2780521,106.8035832,Kabupaten Bogor,cafe,"Kedai Kopi Tenong, Jalan Cipete Raya, RW 04, Cipete Selatan, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12410, Indonesia"
Kopi Tugoh Signature,-6.5886948,106.8046772,Kabupaten Bogor,cafe,"Kopi Tugoh Signature, Jalan Salak, Babakan, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16128, Indonesia"
Kopi Jalan Pintas,-6.5711923,106.7525586,Kabupaten Bogor,cafe,"Kopi Jalan Pintas, Jalan Gardu Raya, Bubulak, Bogor Barat, Bogor, Jawa Barat, Jawa, 16115, Indonesia"
Vows Coffee,-6.1275627,106.7926233,Kabupaten Bogor,cafe,"Vows Coffee, Jalan Jembatan Tiga Raya, RW 08, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta, Jawa, 14430, Indonesia"
Ayam Bakar Deli Bang Doli,-6.2830457,106.8778239,Kabupaten Bogor,cafe,"Ayam Bakar Deli Bang Doli, Jalan Pusdiklat Depnaker, RW 06, Makasar, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13560, Indonesia"
7-Eleven,-6.3038491,106.8505393,Kabupaten Bogor,cafe,"7-Eleven, Jalan Muara 1, RW 05, Tanjung Barat, Jagakarsa, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12530, Indonesia"
Milan Cafe,-6.3594132,106.8332163,Kabupaten Bogor,cafe,"Milan Cafe, Jalan Al Furqon, Pondok Cina, Beji, Depok, Jawa Barat, Jawa, 16424, Indonesia"
Starbucks - Margonda Raya,-6.3638477,106.8332772,Kabupaten Bogor,cafe,"Starbucks - Margonda Raya, Jalan Raya Margonda, Pondok Cina, Beji, Depok, Jawa Barat, Jawa, 16424, Indonesia"
MUG Cafee,-6.3620244,106.8338242,Kabupaten Bogor,cafe,"MUG Cafee, Jalan Raya Margonda, Pondok Cina, Beji, Depok, Jawa Barat, Jawa, 16424, Indonesia"
Gedung Paramitha,-6.363264,106.7440907,Kabupaten Bogor,cafe,"Gedung Paramitha, Jalan Serua Kencana VII, Serua, Bojongsari, Depok, Jawa Barat, Jawa, 16516, Indonesia"
Safer Sky Cafe,-6.1329384,106.6408373,Kabupaten Bogor,cafe,"Safer Sky Cafe, Jalan Raya Bandara, Pajang, Benda, Tangerang, Banten, Jawa, 15127, Indonesia"
Kopi Bajawa Flores Depok,-6.4019258,106.8215877,Kabupaten Bogor,cafe,"Kopi Bajawa Flores Depok, 23a, Jalan Pemuda, Depok, Pancoran Mas, Depok, Jawa Barat, Jawa, 16432, Indonesia"
Tanpa Nama,-6.3584591,106.8432076,Kabupaten Bogor,cafe,"Jalan Kelapa Dua Raya, Tugu, Depok, Jawa Barat, Jawa, 16941, Indonesia"
Mie Ayam Bakso Istiqomah,-6.4063153,106.8126897,Kabupaten Bogor,cafe,"Mie Ayam Bakso Istiqomah, Jalan Lapangan Koni II, Pancoran Mas, Depok, Jawa Barat, Jawa, 16436, Indonesia"
What's Up Cafe,-6.3661586,106.8337937,Kabupaten Bogor,cafe,"What's Up Cafe, Jalan Cengkeh, Pondok Cina, Beji, Depok, Jawa Barat, Jawa, 16424, Indonesia"
What's Up Cafe,-6.3660961,106.833769,Kabupaten Bogor,cafe,"What's Up Cafe, Jalan Raya Margonda, Pondok Cina, Beji, Depok, Jawa Barat, Jawa, 16424, Indonesia"
Kedai Kopi Kimung,-6.3668454,106.8338141,Kabupaten Bogor,cafe,"Kedai Kopi Kimung, Jalan Raya Margonda, Pondok Cina, Beji, Depok, Jawa Barat, Jawa, 16424, Indonesia"
Dadis Coffee Garden - Depok,-6.3996511,106.8218961,Kabupaten Bogor,cafe,"Dadis Coffee Garden - Depok, Jalan Siliwangi, Depok, Pancoran Mas, Depok, Jawa Barat, Jawa, 13710, Indonesia"
Mile 32,-6.3546643,106.8412658,Kabupaten Bogor,cafe,"Mile 32, Jalan Komjen Polisi Mohammad Jasin, Pasir Gunung Selatan, Depok, Jawa Barat, Jawa, 16941, Indonesia"
Kopi Kenangan,-6.3550589,106.8419275,Kabupaten Bogor,cafe,"Kopi Kenangan, Jalan Komjen Polisi Mohammad Jasin, Pasir Gunung Selatan, Depok, Jawa Barat, Jawa, 16941, Indonesia"
Sahabat Ngopi,-6.3859453,106.8142081,Kabupaten Bogor,cafe,"Sahabat Ngopi, 210, Jalan Sulawesi, Beji, Depok, Jawa Barat, Jawa, 16421, Indonesia"
Stadela Coffee - Depok,-6.4057237,106.8186769,Kabupaten Bogor,cafe,"Stadela Coffee - Depok, Jalan Raya Kartini, Depok, Pancoran Mas, Depok, Jawa Barat, Jawa, 16436, Indonesia"
Kanawa,-6.2353755,106.8138548,Kabupaten Bogor,cafe,"Kanawa, Jalan Suryo Raya, RW 06, Rawa Barat, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12180, Indonesia"
berbagai macam makanan,-6.2915133,106.8123269,Kabupaten Bogor,cafe,"berbagai macam makanan, Jalan TB Simatupang, RW 02, Ragunan, Pasar Minggu, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12560, Indonesia"
Tanpa Nama,-6.1744962,106.8206518,Kabupaten Bogor,cafe,"Jalan Kebon Jahe Kober VIII, RW 08, Petojo Selatan, Gambir, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10160, Indonesia"
Hong Kong Cafe,-6.1888784,106.8246658,Kabupaten Bogor,cafe,"Hong Kong Cafe, 5, Jalan Sunda, RW 04, Gondangdia, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10350, Indonesia"
Warkop Kupi,-6.4324042,106.8217503,Kabupaten Bogor,cafe,"Warkop Kupi, Jalan Kalimulya, Tirtajaya, Depok, Jawa Barat, Jawa, 16413, Indonesia"
Starbucks,-6.2945932,106.7152294,Kabupaten Bogor,cafe,"Starbucks, Jalan Tol Ulujami–Serpong, Jombang, Ciputat, Tangerang Selatan, Banten, Jawa, 15229, Indonesia"
Tanpa Nama,-6.7215701,106.9500447,Kabupaten Bogor,cafe,"Jalan Alternatif Gunung Mas, Cibeureum, Cisarua, Bogor, Jawa Barat, Jawa, 16750, Indonesia"
UD Djaya Coffee House,-6.5641204,106.78872,Kabupaten Bogor,cafe,"UD Djaya Coffee House, Jalan Singasari, Kedung Badak, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16164, Indonesia"
bakalkopi,-6.3618347,106.8425484,Kabupaten Bogor,cafe,"bakalkopi, Jalan Sadar, Tugu, Depok, Jawa Barat, Jawa, 16941, Indonesia"
Sadel Street Coffee,-6.3602562,106.8432309,Kabupaten Bogor,cafe,"Sadel Street Coffee, Jalan Haji Salim, Tugu, Depok, Jawa Barat, Jawa, 16941, Indonesia"
kuppy,-6.3724798,106.8800278,Kabupaten Bogor,cafe,"kuppy, Jalan Radar Auri, Cisalak Pasar, Depok, Jawa Barat, Jawa, 16452, Indonesia"
Futura Cafe,-6.5679573,106.7465095,Kabupaten Bogor,cafe,"Futura Cafe, Jalan Kartika Satu, Marga Jaya, Bogor Barat, Bogor, Jawa Barat, Jawa, 16116, Indonesia"
Kopi Kenangan,-6.1713605,106.5571417,Kabupaten Bogor,cafe,"Kopi Kenangan, Jalan Raya Pasar Kamis, Kuta Jaya, Pasar Kemis, Kabupaten Tangerang, Banten, Jawa, 15561, Indonesia"
Tenda Kuliner Basis HMS,-6.5596372,106.7884538,Kabupaten Bogor,cafe,"Tenda Kuliner Basis HMS, 16, Jalan Sholeh Iskandar, Kedung Jaya, Tanah Sareal, Bogor, Jawa Barat, Jawa, 16164, Indonesia"
Ombe Kofie Menteng,-6.1939421,106.828569,Kabupaten Bogor,cafe,"62A, Jl. HOS Cokroaminoto, RW 04, Gondangdia, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10350, Indonesia"
Lampaoe Coffee & Culture,-6.3742169,106.7271202,Kabupaten Bogor,cafe,"Lampaoe Coffee & Culture, Jalan Haji Sarmat, Pondok Petir, Bojongsari, Depok, Jawa Barat, Jawa, 16517, Indonesia"
Rote,-6.2377842,106.8520274,Kabupaten Bogor,cafe,"Rote, Jalan Tebet Barat Raya, RW 04, Tebet Barat, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12810, Indonesia"
Warung Pancong,-6.2328391,106.8626,Kabupaten Bogor,cafe,"Warung Pancong, Jalan D2, RW 04, Kebon Baru, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12830, Indonesia"
Kopilojik Tebet,-6.2320426,106.8549689,Kabupaten Bogor,cafe,"Kopilojik Tebet, Jalan Tebet Timur Dalam Raya, RW 05, Tebet Timur, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12820, Indonesia"
Mixue,-6.2281687,106.8553567,Kabupaten Bogor,cafe,"Mixue, Jalan Tebet Raya, RW 01, Tebet Timur, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12830, Indonesia"
Rocelli Coffee,-6.229348,106.8582115,Kabupaten Bogor,cafe,"Rocelli Coffee, Jalan Tebet Timur Dalam III, RW 03, Tebet Timur, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12830, Indonesia"
Kopi Buntu,-6.231779,106.8558122,Kabupaten Bogor,cafe,"Kopi Buntu, Jalan Tebet Timur Dalam IV A, RW 03, Tebet Timur, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12820, Indonesia"
1/15 Coffe Menteng,-6.1977056,106.8240347,Kabupaten Bogor,cafe,"81, Jalan Dokter Kusuma Atmaja, RW 04, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10310, Indonesia"
Feel Matcha - Kemang,-6.2655052,106.824014,Kabupaten Bogor,cafe,"Feel Matcha - Kemang, Jalan Kemang Timur XI, RW 04, Bangka, Mampang Prapatan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12730, Indonesia"
Kopibrug - Tebet Barat,-6.2336719,106.8463932,Kabupaten Bogor,cafe,"Kopibrug - Tebet Barat, Jalan Tebet Barat Dalam, RW 03, Tebet Barat, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12810, Indonesia"
Unclebrew X Caesan Kitchen & Tea,-6.2328093,106.8463217,Kabupaten Bogor,cafe,"Unclebrew X Caesan Kitchen & Tea, Jalan Tebet Barat Dalam, RW 03, Tebet Barat, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12810, Indonesia"
Starbucks,-6.2577827,106.8148298,Kabupaten Bogor,cafe,"Starbucks, 12, Jalan Kemang Raya, RW 05, Bangka, Mampang Prapatan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12550, Indonesia"
Koko Pi Omah Kopi,-6.193364,106.8574461,Kabupaten Bogor,cafe,"Koko Pi Omah Kopi, Jalan Rawamangun, RW 02, Rawasari, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10510, Indonesia"
Nyeger' & Toast,-6.2268884,106.8441018,Kabupaten Bogor,cafe,"Nyeger' & Toast, Gang UU, RW 11, Menteng Dalam, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12870, Indonesia"
Kedai Kopi Arih Ersada - Cawang,-6.2573496,106.8698117,Kabupaten Bogor,cafe,"Kedai Kopi Arih Ersada - Cawang, Jalan Mayor Jenderal Sutoyo, RW 09, Cawang, Kramat Jati, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13640, Indonesia"
Kopitagram Centang Biru,-6.2218008,106.8187726,Kabupaten Bogor,cafe,"Kopitagram Centang Biru, Jalan Karet Sawah I, RW 03, Karet Semanggi, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12950, Indonesia"
Warkop,-6.2176664,106.8251913,Kabupaten Bogor,cafe,"Warkop, Jalan Anggrek II, RW 02, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12910, Indonesia"
Lektur,-6.2356705,106.8571892,Kabupaten Bogor,cafe,"Lektur, Jalan Tebet Timur Dalam Raya, RW 06, Tebet Timur, Tebet, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12820, Indonesia"
Selective Coffee Roasters - Pela Mampang,-6.2470962,106.8174548,Kabupaten Bogor,cafe,"Selective Coffee Roasters - Pela Mampang, Jalan Bangka III, RW 03, Pela Mampang, Mampang Prapatan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12720, Indonesia"
Martabak Bintang,-6.3595764,106.8332377,Kabupaten Bogor,cafe,"Martabak Bintang, Jalan Raya Margonda, Pondok Cina, Beji, Depok, Jawa Barat, Jawa, 16424, Indonesia"
TGP Palem,-6.14385,106.7356717,Kabupaten Bogor,cafe,"TGP Palem, Jalan Bumi Cengkareng Indah, RW 10, Cengkareng Timur, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11730, Indonesia"
Kopi Oppa,-6.1831429,106.8726053,Kabupaten Bogor,cafe,"Kopi Oppa, Jalan Rawasari Timur I Dalam, RW 02, Cempaka Putih Timur, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10570, Indonesia"
Kopi Oey,-6.1837608,106.8245342,Kabupaten Bogor,cafe,"Kopi Oey, Jalan Haji Agus Salim, RW 03, Kebon Sirih, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10340, Indonesia"
Makkanya Coffee,-6.1717892,106.8730958,Kabupaten Bogor,cafe,"Makkanya Coffee, 75, Jalan Cempaka Putih Tengah XXX, RW 07, Cempaka Putih Timur, Cempaka Putih, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10510, Indonesia"
Tanpa Nama,-6.2554942,106.8104097,Kabupaten Bogor,cafe,"Liberica, Jalan Taman Kemang, RW 01, Bangka, Mampang Prapatan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12150, Indonesia"
Cafe Compagnie,-6.1313949,106.8100807,Kabupaten Bogor,cafe,"Cafe Compagnie, Jalan Kali Besar Barat, RW 03, Roa Malaka, Tambora, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11110, Indonesia"
Setjangkir Slow Bar,-6.2450601,106.8284653,Kabupaten Bogor,cafe,"Setjangkir Slow Bar, Jalan Mampang Prapatan IV, RW 05, Mampang Prapatan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12790, Indonesia"
Starbucks,-6.1809139,106.8913509,Kabupaten Bogor,cafe,"Starbucks, Jalan Raya Kayu Putih, RW 16, Kayu Putih, Pulo Gadung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13210, Indonesia"
Sabang 16,-6.1835794,106.8245174,Kabupaten Bogor,cafe,"Sabang 16, 16, Jalan Haji Agus Salim, RW 03, Kebon Sirih, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10340, Indonesia"
Kopi Ko Acung,-6.183511,106.8245079,Kabupaten Bogor,cafe,"Kopi Ko Acung, Jalan Haji Agus Salim, RW 03, Kebon Sirih, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10340, Indonesia"
Inspiring Koffie Place,-6.1695973,106.8200283,Kabupaten Bogor,cafe,"Inspiring Koffie Place, 23, Jalan Majapahit, RW 02, Gambir, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10160, Indonesia"
Atap Rumah Cafe Casa Kopi Senayan - Bendungan Hilir,-6.2065117,106.8043233,Kabupaten Bogor,cafe,"Atap Rumah Cafe Casa Kopi Senayan - Bendungan Hilir, Jalan Penjernihan IV, RW 05, Bendungan Hilir, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10210, Indonesia"
Starbucks,-6.2135946,106.8136749,Kabupaten Bogor,cafe,"Starbucks, Jalan Bendungan Hilir, RW 01, Bendungan Hilir, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10210, Indonesia"
Kopitagram,-6.1792157,106.8010119,Kabupaten Bogor,cafe,"Kopitagram, Jalan Kasturi, RW 01, Jati Pulo, Palmerah, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11440, Indonesia"
BRISKOP Brisket & Coffee,-6.1904557,106.8066137,Kabupaten Bogor,cafe,"BRISKOP Brisket & Coffee, Jalan Petamburan I, RW 02, Petamburan, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10260, Indonesia"
Warung Lumpia Petamburan,-6.1910321,106.8086622,Kabupaten Bogor,cafe,"Warung Lumpia Petamburan, Gang IV, RW 01, Petamburan, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10260, Indonesia"
Kopi KANO - Senopati,-6.2305596,106.8070537,Kabupaten Bogor,cafe,"Kopi KANO - Senopati, Jalan Senopati, RW 02, Senayan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12110, Indonesia"
Starbucks,-6.1953211,106.8915128,Kabupaten Bogor,cafe,"Starbucks, Jalan Paus, RW 08, Jati, Pulo Gadung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 10710, Indonesia"
Joffee Coffee&Eatery,-6.5840812,106.8072272,Kabupaten Bogor,cafe,"Joffee Coffee&Eatery, C2, Jalan Komplek BPT, Babakan, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16153, Indonesia"
Rumah Kopi Sabit,-6.2667508,106.8817658,Kabupaten Bogor,cafe,"Rumah Kopi Sabit, Jalan Komodor Halim Perdana Kusuma, RW 07, Halim Perdana Kusuma, Makasar, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13610, Indonesia"
Esteh Indonesia,-6.1554055,106.8018962,Kabupaten Bogor,cafe,"Esteh Indonesia, Jalan Duri Utara, RW 06, Duri Utara, Tambora, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11270, Indonesia"
Dua Coffee @Cipete,-6.277798,106.8005067,Kabupaten Bogor,cafe,"Dua Coffee @Cipete, Jalan Cipete Raya, RW 04, Cipete Selatan, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12410, Indonesia"
Starbucks,-6.2781065,106.8047538,Kabupaten Bogor,cafe,"Starbucks, Jalan Cipete Raya, RW 04, Cipete Selatan, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12410, Indonesia"
Starbucks,-6.1980213,106.7820222,Kabupaten Bogor,cafe,"Starbucks, Jalan Plamboyan, RW 05, Kebon Jeruk, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11480, Indonesia"
Upnormal Coffee Roasters,-6.1985804,106.7819601,Kabupaten Bogor,cafe,"Upnormal Coffee Roasters, Jalan Kebon Jeruk Raya, RW 05, Kebon Jeruk, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11540, Indonesia"
Malacca Toast,-6.1613667,106.8314249,Kabupaten Bogor,cafe,"Malacca Toast, Jalan Krekot Bunder XII, RW 06, Pasar Baru, Sawah Besar, Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Jawa, 10120, Indonesia"
PomPom,-6.2011472,106.7827894,Kabupaten Bogor,cafe,"PomPom, Jalan Rawa Belong, RW 09, Kebon Jeruk, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11540, Indonesia"
Kozy Hub,-6.217677,106.7653788,Kabupaten Bogor,cafe,"Kozy Hub, Jalan Pos Pengumben Lama, RW 05, Sukabumi Selatan, Kebon Jeruk, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11550, Indonesia"
Oembean,-6.324253,106.8993135,Kabupaten Bogor,cafe,"Oembean, 101, Jalan Bambu Hitam, RW 04, Cipayung, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13890, Indonesia"
Magia Coffee - Cipete,-6.2662205,106.7976137,Kabupaten Bogor,cafe,"Magia Coffee - Cipete, Jalan Timbul, RW 05, Cipete Selatan, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12420, Indonesia"
Ali Kopi Cafe & Roastery - Kalideres,-6.1525717,106.7132943,Kabupaten Bogor,cafe,"Ali Kopi Cafe & Roastery - Kalideres, Jalan Tanah Lot, RW 17, Kalideres, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11840, Indonesia"
Kafe Saka,-6.3235479,106.8578364,Kabupaten Bogor,cafe,"Kafe Saka, Gang Iklas 2, RW 07, Cijantung, Pasar Rebo, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13790, Indonesia"
Starbucks,-6.2317545,106.8977055,Kabupaten Bogor,cafe,"Starbucks, Jalan Penas Raya, RW 09, Pondok Bambu, Duren Sawit, Jakarta Timur, Daerah Khusus Ibukota Jakarta, Jawa, 13430, Indonesia"
Ou Tu Cafe & Resto - Tanjung Duren Utara,-6.1704283,106.7803179,Kabupaten Bogor,cafe,"Ou Tu Cafe & Resto - Tanjung Duren Utara, Jalan Tanjung Duren Utara VIII, RW 03, Tanjung Duren Utara, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11470, Indonesia"
Lapis-Lapis,-6.1442515,106.8655074,Kabupaten Bogor,cafe,"Lapis-Lapis, Jalan Danau Agung 2, RW 11, Sunter Agung, Tanjung Priok, Jakarta Utara, Daerah Khusus Ibukota Jakarta, Jawa, 14350, Indonesia"
Suasana Kopi - Kramat Pela,-6.2446129,106.7893682,Kabupaten Bogor,cafe,"Suasana Kopi - Kramat Pela, Jalan Gandaria Tengah II, RW 01, Kramat Pela, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12120, Indonesia"
Vyf Coffee,-6.1309041,106.8683846,Kabupaten Bogor,cafe,"Vyf Coffee, blok C5 no. 32, Jalan Bisma 14, RW 09, Papanggo, Tanjung Priok, Jakarta Utara, Daerah Khusus Ibukota Jakarta, Jawa, 14340, Indonesia"
Intan Cafe,-6.2950649,106.7989123,Kabupaten Bogor,cafe,"Intan Cafe, Jalan Berlian I Buntu, RW 02, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Jawa, 12430, Indonesia"
Ropang Stop,-6.1625403,106.7421511,Kabupaten Bogor,cafe,"Ropang Stop, 19, Jalan Kedelai Raya, RW 06, Rawa Buaya, Cengkareng, Jakarta Barat, Daerah Khusus Ibukota Jakarta, Jawa, 11740, Indonesia"
